path,emotion,transcript
data/audio/Actor_16/03-01-07-02-02-02-16.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_16/03-01-04-02-02-01-16.wav,sad, Dogs are sitting by the door.
data/audio/Actor_16/03-01-04-01-01-01-16.wav,sad, Kids are talking by the door.
data/audio/Actor_16/03-01-07-01-01-02-16.wav,disgust, Kids are talking by the door.
data/audio/Actor_16/03-01-05-02-01-02-16.wav,angry, Kids are talking by the door.
data/audio/Actor_16/03-01-06-02-01-01-16.wav,fearful, Kids are talking by the door!
data/audio/Actor_16/03-01-06-01-02-01-16.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_16/03-01-05-01-02-02-16.wav,angry, Dogs are sitting by the door.
data/audio/Actor_16/03-01-08-01-01-02-16.wav,surprised, Kids are talking by the door.
data/audio/Actor_16/03-01-08-02-02-02-16.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_16/03-01-04-02-01-02-16.wav,sad, Kids are talking by the door.
data/audio/Actor_16/03-01-07-02-01-01-16.wav,disgust, Kids are talking by the door.
data/audio/Actor_16/03-01-07-01-02-01-16.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_16/03-01-04-01-02-02-16.wav,sad, Dogs are sitting by the door.
data/audio/Actor_16/03-01-06-02-02-02-16.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_16/03-01-05-02-02-01-16.wav,angry, Dogs are sitting by the door.
data/audio/Actor_16/03-01-05-01-01-01-16.wav,angry, Kids are talking by the door.
data/audio/Actor_16/03-01-06-01-01-02-16.wav,fearful, Kids are talking by the door.
data/audio/Actor_16/03-01-08-01-02-01-16.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_16/03-01-08-02-01-01-16.wav,surprised, Kids are talking by the door.
data/audio/Actor_16/03-01-01-01-01-02-16.wav,neutral, Kids are talking by the door.
data/audio/Actor_16/03-01-02-01-01-01-16.wav,calm, Kids are talking by the door.
data/audio/Actor_16/03-01-02-02-02-01-16.wav,calm, Dogs are sitting by the door.
data/audio/Actor_16/03-01-03-01-02-02-16.wav,happy, Dogs are sitting by the door.
data/audio/Actor_16/03-01-03-02-01-02-16.wav,happy, Kids are talking by the door.
data/audio/Actor_11/03-01-01-01-02-02-11.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_11/03-01-02-01-02-01-11.wav,calm, Dogs are sitting by the door.
data/audio/Actor_11/03-01-02-02-01-01-11.wav,calm, Kids are talking by the door.
data/audio/Actor_11/03-01-03-01-01-02-11.wav,happy, Kids are talking by the door.
data/audio/Actor_11/03-01-03-02-02-02-11.wav,happy, Dogs are sitting by the door.
data/audio/Actor_11/03-01-04-02-02-02-11.wav,sad, Dogs are sitting by the door.
data/audio/Actor_11/03-01-07-02-02-01-11.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_11/03-01-07-01-01-01-11.wav,disgust, Kids are talking by the door.
data/audio/Actor_11/03-01-04-01-01-02-11.wav,sad, Kids are talking by the door.
data/audio/Actor_11/03-01-06-02-01-02-11.wav,fearful, Kids are talking by the door.
data/audio/Actor_11/03-01-05-02-01-01-11.wav,angry, Kids are talking by the door.
data/audio/Actor_11/03-01-05-01-02-01-11.wav,angry, Dogs are sitting by the door.
data/audio/Actor_11/03-01-06-01-02-02-11.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_11/03-01-08-01-01-01-11.wav,surprised, Kids are talking by the door.
data/audio/Actor_11/03-01-08-02-02-01-11.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_11/03-01-07-02-01-02-11.wav,disgust, Kids are talking by the door.
data/audio/Actor_11/03-01-04-02-01-01-11.wav,sad, Kids are talking by the door.
data/audio/Actor_11/03-01-04-01-02-01-11.wav,sad, Dogs are sitting by the door.
data/audio/Actor_11/03-01-07-01-02-02-11.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_11/03-01-05-02-02-02-11.wav,angry, Dogs are sitting by the door.
data/audio/Actor_11/03-01-06-02-02-01-11.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_11/03-01-06-01-01-01-11.wav,fearful, Kids are talking by the door.
data/audio/Actor_11/03-01-05-01-01-02-11.wav,angry, Kids are talking by the door.
data/audio/Actor_11/03-01-08-01-02-02-11.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_11/03-01-08-02-01-02-11.wav,surprised, Kids are talking by the door.
data/audio/Actor_11/03-01-02-01-01-02-11.wav,calm, Kids are talking by the door.
data/audio/Actor_11/03-01-01-01-01-01-11.wav,neutral, Kids are talking by the door.
data/audio/Actor_11/03-01-02-02-02-02-11.wav,calm, Dogs are sitting by the door.
data/audio/Actor_11/03-01-03-01-02-01-11.wav,happy, Dogs are sitting by the door.
data/audio/Actor_11/03-01-03-02-01-01-11.wav,happy, Kids are talking by the door.
data/audio/Actor_11/03-01-06-01-02-01-11.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_11/03-01-05-01-02-02-11.wav,angry, Dogs are sitting by the door.
data/audio/Actor_11/03-01-05-02-01-02-11.wav,angry, Kids are talking by the door!
data/audio/Actor_11/03-01-06-02-01-01-11.wav,fearful, Kids are talking by the door.
data/audio/Actor_11/03-01-04-01-01-01-11.wav,sad, Kids are talking by the door.
data/audio/Actor_11/03-01-07-01-01-02-11.wav,disgust, Kids are talking by the door.
data/audio/Actor_11/03-01-07-02-02-02-11.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_11/03-01-04-02-02-01-11.wav,sad, Dogs are sitting by the door.
data/audio/Actor_11/03-01-08-02-02-02-11.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_11/03-01-08-01-01-02-11.wav,surprised, Kids are talking by the door.
data/audio/Actor_11/03-01-03-02-02-01-11.wav,happy, Dogs are sitting by the door.
data/audio/Actor_11/03-01-03-01-01-01-11.wav,happy, Kids are talking by the door.
data/audio/Actor_11/03-01-02-02-01-02-11.wav,calm, Kids are talking by the door.
data/audio/Actor_11/03-01-02-01-02-02-11.wav,calm, Dogs are sitting by the door.
data/audio/Actor_11/03-01-01-01-02-01-11.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_11/03-01-03-02-01-02-11.wav,happy, Kids are talking by the door.
data/audio/Actor_11/03-01-03-01-02-02-11.wav,happy, Dogs are sitting by the door.
data/audio/Actor_11/03-01-02-02-02-01-11.wav,calm, Dogs are sitting by the door.
data/audio/Actor_11/03-01-01-01-01-02-11.wav,neutral, Kids are talking by the door.
data/audio/Actor_11/03-01-02-01-01-01-11.wav,calm, Kids are talking by the door.
data/audio/Actor_11/03-01-05-01-01-01-11.wav,angry, Kids are talking by the door.
data/audio/Actor_11/03-01-06-01-01-02-11.wav,fearful, Kids are talking by the door.
data/audio/Actor_11/03-01-06-02-02-02-11.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_11/03-01-05-02-02-01-11.wav,angry, Dogs are sitting by the door!
data/audio/Actor_11/03-01-07-01-02-01-11.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_11/03-01-04-01-02-02-11.wav,sad, Dogs are sitting by the door.
data/audio/Actor_11/03-01-04-02-01-02-11.wav,sad, Kids are talking by the door.
data/audio/Actor_11/03-01-07-02-01-01-11.wav,disgust, Kids are talking by the door.
data/audio/Actor_11/03-01-08-02-01-01-11.wav,surprised, Kids are talking by the door.
data/audio/Actor_11/03-01-08-01-02-01-11.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_18/03-01-03-02-01-02-18.wav,happy, Kids are talking by the door!
data/audio/Actor_18/03-01-03-01-02-02-18.wav,happy, Talks are sitting by the door.
data/audio/Actor_18/03-01-02-02-02-01-18.wav,calm, Dogs are sitting by the door.
data/audio/Actor_18/03-01-02-01-01-01-18.wav,calm, Kids are talking by the door.
data/audio/Actor_18/03-01-01-01-01-02-18.wav,neutral, Kids are talking by the door.
data/audio/Actor_18/03-01-06-01-01-02-18.wav,fearful, Kids are talking by the door.
data/audio/Actor_18/03-01-05-01-01-01-18.wav,angry, Kids are talking by the door.
data/audio/Actor_18/03-01-05-02-02-01-18.wav,angry, Dogs are sitting by the door!
data/audio/Actor_18/03-01-06-02-02-02-18.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_18/03-01-04-01-02-02-18.wav,sad, Dogs are sitting by the door.
data/audio/Actor_18/03-01-07-01-02-01-18.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_18/03-01-07-02-01-01-18.wav,disgust, Kids are talking by the door!
data/audio/Actor_18/03-01-04-02-01-02-18.wav,sad, Kids are talking by the door.
data/audio/Actor_18/03-01-08-02-01-01-18.wav,surprised, Kids are talking by the door.
data/audio/Actor_18/03-01-08-01-02-01-18.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_18/03-01-05-01-02-02-18.wav,angry, Dogs are sitting by the door.
data/audio/Actor_18/03-01-06-01-02-01-18.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_18/03-01-06-02-01-01-18.wav,fearful, Kids are talking by the door.
data/audio/Actor_18/03-01-05-02-01-02-18.wav,angry, Kids are talking by the door!
data/audio/Actor_18/03-01-07-01-01-02-18.wav,disgust, Kids are talking by the door.
data/audio/Actor_18/03-01-04-01-01-01-18.wav,sad, Kids are talking by the door.
data/audio/Actor_18/03-01-04-02-02-01-18.wav,sad, Dogs are sitting by the door!
data/audio/Actor_18/03-01-07-02-02-02-18.wav,disgust, Doctor is sitting by the door!
data/audio/Actor_18/03-01-08-02-02-02-18.wav,surprised, Dogs are sitting by the door?
data/audio/Actor_18/03-01-08-01-01-02-18.wav,surprised, Kids are talking by the door.
data/audio/Actor_18/03-01-03-02-02-01-18.wav,happy, Does are sitting by the door!
data/audio/Actor_18/03-01-03-01-01-01-18.wav,happy, Kids are talking by the door.
data/audio/Actor_18/03-01-02-02-01-02-18.wav,calm, Kids are talking by the door.
data/audio/Actor_18/03-01-01-01-02-01-18.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_18/03-01-02-01-02-02-18.wav,calm, Dogs are sitting by the door.
data/audio/Actor_18/03-01-04-02-01-01-18.wav,sad, Kids are talking by the door!
data/audio/Actor_18/03-01-07-02-01-02-18.wav,disgust, Kids are talking by the door.
data/audio/Actor_18/03-01-07-01-02-02-18.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_18/03-01-04-01-02-01-18.wav,sad, Dogs are sitting by the door.
data/audio/Actor_18/03-01-06-02-02-01-18.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_18/03-01-05-02-02-02-18.wav,angry, Dogs are sitting by the door!
data/audio/Actor_18/03-01-05-01-01-02-18.wav,angry, Kids are talking by the door.
data/audio/Actor_18/03-01-06-01-01-01-18.wav,fearful, Kids are talking by the door.
data/audio/Actor_18/03-01-08-01-02-02-18.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_18/03-01-08-02-01-02-18.wav,surprised, Kids are talking by the door?
data/audio/Actor_18/03-01-01-01-01-01-18.wav,neutral, Kids are talking by the door.
data/audio/Actor_18/03-01-02-01-01-02-18.wav,calm, Kids are talking by the door.
data/audio/Actor_18/03-01-02-02-02-02-18.wav,calm, Dogs are sitting by the door.
data/audio/Actor_18/03-01-03-01-02-01-18.wav,happy, Dogs are sitting by the door.
data/audio/Actor_18/03-01-03-02-01-01-18.wav,happy, Kids are talking by the door!
data/audio/Actor_18/03-01-02-01-02-01-18.wav,calm, Dogs are sitting by the door.
data/audio/Actor_18/03-01-01-01-02-02-18.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_18/03-01-02-02-01-01-18.wav,calm, Kids are talking by the door.
data/audio/Actor_18/03-01-03-01-01-02-18.wav,happy, He's attacking by the door.
data/audio/Actor_18/03-01-03-02-02-02-18.wav,happy, Dogs are sitting by the door!
data/audio/Actor_18/03-01-07-02-02-01-18.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_18/03-01-04-02-02-02-18.wav,sad, Dogs are sitting by the door!
data/audio/Actor_18/03-01-04-01-01-02-18.wav,sad, Kids are talking by the door.
data/audio/Actor_18/03-01-07-01-01-01-18.wav,disgust, Kids are talking by the door.
data/audio/Actor_18/03-01-05-02-01-01-18.wav,angry, Kids are talking by the door!
data/audio/Actor_18/03-01-06-02-01-02-18.wav,fearful, Kids are talking by the door.
data/audio/Actor_18/03-01-06-01-02-02-18.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_18/03-01-05-01-02-01-18.wav,angry, Dogs are sitting by the door.
data/audio/Actor_18/03-01-08-01-01-01-18.wav,surprised, Kids are talking by the door?
data/audio/Actor_18/03-01-08-02-02-01-18.wav,surprised, Dogs are sitting by the door?
data/audio/Actor_20/03-01-08-01-02-01-20.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_20/03-01-08-02-01-01-20.wav,surprised, Kids are talking by the door!
data/audio/Actor_20/03-01-04-02-01-02-20.wav,sad, Kids are talking by the door!
data/audio/Actor_20/03-01-07-02-01-01-20.wav,disgust, Kids are talking by the door.
data/audio/Actor_20/03-01-07-01-02-01-20.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_20/03-01-04-01-02-02-20.wav,sad, dogs are sitting by the door
data/audio/Actor_20/03-01-06-02-02-02-20.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_20/03-01-05-02-02-01-20.wav,angry, The dogs are sitting by the door!
data/audio/Actor_20/03-01-05-01-01-01-20.wav,angry, Kids are talking by the door.
data/audio/Actor_20/03-01-06-01-01-02-20.wav,fearful, Kids are talking by the door.
data/audio/Actor_20/03-01-01-01-01-02-20.wav,neutral, Kids are talking by the door.
data/audio/Actor_20/03-01-02-01-01-01-20.wav,calm, Kids are talking by the door.
data/audio/Actor_20/03-01-02-02-02-01-20.wav,calm, Dogs are sitting by the door.
data/audio/Actor_20/03-01-03-01-02-02-20.wav,happy, Dogs are sitting by the door.
data/audio/Actor_20/03-01-03-02-01-02-20.wav,happy, Kids are talking by the door.
data/audio/Actor_20/03-01-02-01-02-02-20.wav,calm, Dogs are sitting by the door.
data/audio/Actor_20/03-01-01-01-02-01-20.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_20/03-01-02-02-01-02-20.wav,calm, Kids are talking by the door.
data/audio/Actor_20/03-01-03-01-01-01-20.wav,happy, Kids are talking by the door.
data/audio/Actor_20/03-01-03-02-02-01-20.wav,happy, Dogs are sitting by the door!
data/audio/Actor_20/03-01-08-01-01-02-20.wav,surprised, Kids are talking by the door.
data/audio/Actor_20/03-01-08-02-02-02-20.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_20/03-01-07-02-02-02-20.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_20/03-01-04-02-02-01-20.wav,sad, Dogs are sitting by the door.
data/audio/Actor_20/03-01-04-01-01-01-20.wav,sad, Kids are talking by the door.
data/audio/Actor_20/03-01-07-01-01-02-20.wav,disgust, Kids are talking by the door.
data/audio/Actor_20/03-01-05-02-01-02-20.wav,angry, Kids are talking by the door!
data/audio/Actor_20/03-01-06-02-01-01-20.wav,fearful, Kids are talking by the door!
data/audio/Actor_20/03-01-06-01-02-01-20.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_20/03-01-05-01-02-02-20.wav,angry, Dogs are sitting by the door.
data/audio/Actor_20/03-01-03-02-01-01-20.wav,happy, Kids are talking by the door.
data/audio/Actor_20/03-01-03-01-02-01-20.wav,happy, Dogs are sitting by the door.
data/audio/Actor_20/03-01-02-02-02-02-20.wav,calm, Dogs are sitting by the door.
data/audio/Actor_20/03-01-02-01-01-02-20.wav,calm, Kids are talking by the door.
data/audio/Actor_20/03-01-01-01-01-01-20.wav,neutral, Kids are talking by the door.
data/audio/Actor_20/03-01-08-02-01-02-20.wav,surprised, Kids are talking by the door.
data/audio/Actor_20/03-01-08-01-02-02-20.wav,surprised, Dr. Sitting by the door.
data/audio/Actor_20/03-01-06-01-01-01-20.wav,fearful, Kids are talking by the door.
data/audio/Actor_20/03-01-05-01-01-02-20.wav,angry, Good kids are talking by the door.
data/audio/Actor_20/03-01-05-02-02-02-20.wav,angry, Dogs are sitting by the door.
data/audio/Actor_20/03-01-06-02-02-01-20.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_20/03-01-04-01-02-01-20.wav,sad, Talks is sitting by the door.
data/audio/Actor_20/03-01-07-01-02-02-20.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_20/03-01-07-02-01-02-20.wav,disgust, Kids are talking by the door.
data/audio/Actor_20/03-01-04-02-01-01-20.wav,sad, Kids are talking by the door.
data/audio/Actor_20/03-01-08-02-02-01-20.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_20/03-01-08-01-01-01-20.wav,surprised, Kids are talking by the door.
data/audio/Actor_20/03-01-05-01-02-01-20.wav,angry, Dogs are sitting by the door.
data/audio/Actor_20/03-01-06-01-02-02-20.wav,fearful, Talks are sitting by the door.
data/audio/Actor_20/03-01-06-02-01-02-20.wav,fearful, Kids are talking by the door!
data/audio/Actor_20/03-01-05-02-01-01-20.wav,angry, Kids are talking by the door.
data/audio/Actor_20/03-01-07-01-01-01-20.wav,disgust, Kids are talking by the door.
data/audio/Actor_20/03-01-04-01-01-02-20.wav,sad, She's talking by the door.
data/audio/Actor_20/03-01-04-02-02-02-20.wav,sad, The dogs are sitting by the door.
data/audio/Actor_20/03-01-07-02-02-01-20.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_20/03-01-03-02-02-02-20.wav,happy, Dogs are sitting by the door!
data/audio/Actor_20/03-01-03-01-01-02-20.wav,happy, Kids are talking by the door.
data/audio/Actor_20/03-01-02-02-01-01-20.wav,calm, Kids are talking by the door.
data/audio/Actor_20/03-01-01-01-02-02-20.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_20/03-01-02-01-02-01-20.wav,calm, Dogs are sitting by the door.
data/audio/Actor_21/03-01-08-02-01-01-21.wav,surprised, Kids are talking by the door.
data/audio/Actor_21/03-01-08-01-02-01-21.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_21/03-01-06-01-01-02-21.wav,fearful, Kids are talking by the door.
data/audio/Actor_21/03-01-05-01-01-01-21.wav,angry, Kids are talking by the door.
data/audio/Actor_21/03-01-05-02-02-01-21.wav,angry, Dogs are sitting by the door.
data/audio/Actor_21/03-01-06-02-02-02-21.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_21/03-01-04-01-02-02-21.wav,sad, Dogs are sitting by the door.
data/audio/Actor_21/03-01-07-01-02-01-21.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_21/03-01-07-02-01-01-21.wav,disgust, Kids are talking by the door.
data/audio/Actor_21/03-01-04-02-01-02-21.wav,sad, Kids are talking by the door.
data/audio/Actor_21/03-01-03-02-01-02-21.wav,happy, Kids are talking by the door.
data/audio/Actor_21/03-01-03-01-02-02-21.wav,happy, Dogs are sitting by the door.
data/audio/Actor_21/03-01-02-02-02-01-21.wav,calm, Dogs are sitting by the door.
data/audio/Actor_21/03-01-02-01-01-01-21.wav,calm, Kids are talking by the door.
data/audio/Actor_21/03-01-01-01-01-02-21.wav,neutral, Kids are talking by the door.
data/audio/Actor_21/03-01-03-02-02-01-21.wav,happy, Dogs are sitting by the door.
data/audio/Actor_21/03-01-03-01-01-01-21.wav,happy, Kids are talking by the door.
data/audio/Actor_21/03-01-02-02-01-02-21.wav,calm, Kids are talking by the door.
data/audio/Actor_21/03-01-01-01-02-01-21.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_21/03-01-02-01-02-02-21.wav,calm, Dogs are sitting by the door.
data/audio/Actor_21/03-01-08-02-02-02-21.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_21/03-01-08-01-01-02-21.wav,surprised, Kids are talking by the door.
data/audio/Actor_21/03-01-05-01-02-02-21.wav,angry, Dogs are sitting by the door.
data/audio/Actor_21/03-01-06-01-02-01-21.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_21/03-01-06-02-01-01-21.wav,fearful, Kids are talking by the door.
data/audio/Actor_21/03-01-05-02-01-02-21.wav,angry, Kids are talking by the door!
data/audio/Actor_21/03-01-07-01-01-02-21.wav,disgust, Kids are talking by the door.
data/audio/Actor_21/03-01-04-01-01-01-21.wav,sad, Kids are talking by the door.
data/audio/Actor_21/03-01-04-02-02-01-21.wav,sad, Dogs are sitting by the door.
data/audio/Actor_21/03-01-07-02-02-02-21.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_21/03-01-01-01-01-01-21.wav,neutral, Kids are talking by the door.
data/audio/Actor_21/03-01-02-01-01-02-21.wav,calm, Kids are talking by the door.
data/audio/Actor_21/03-01-02-02-02-02-21.wav,calm, Dogs are sitting by the door.
data/audio/Actor_21/03-01-03-01-02-01-21.wav,happy, Dogs are sitting by the door.
data/audio/Actor_21/03-01-03-02-01-01-21.wav,happy, Kids are talking by the door.
data/audio/Actor_21/03-01-08-01-02-02-21.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_21/03-01-08-02-01-02-21.wav,surprised, Kids are talking by the door.
data/audio/Actor_21/03-01-04-02-01-01-21.wav,sad, Kids are talking by the door.
data/audio/Actor_21/03-01-07-02-01-02-21.wav,disgust, Kids are talking by the door.
data/audio/Actor_21/03-01-07-01-02-02-21.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_21/03-01-04-01-02-01-21.wav,sad, Dogs are sitting by the door.
data/audio/Actor_21/03-01-06-02-02-01-21.wav,fearful, Dog dogs are sitting by the door.
data/audio/Actor_21/03-01-05-02-02-02-21.wav,angry, Dogs are sitting by the door.
data/audio/Actor_21/03-01-05-01-01-02-21.wav,angry, Kids are talking by the door.
data/audio/Actor_21/03-01-06-01-01-01-21.wav,fearful, Kids are talking by the door.
data/audio/Actor_21/03-01-08-01-01-01-21.wav,surprised, Kids are talking by the door.
data/audio/Actor_21/03-01-08-02-02-01-21.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_21/03-01-07-02-02-01-21.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_21/03-01-04-02-02-02-21.wav,sad, Dogs are sitting by the door.
data/audio/Actor_21/03-01-04-01-01-02-21.wav,sad, Kids are talking by the door.
data/audio/Actor_21/03-01-07-01-01-01-21.wav,disgust, Kids are talking by the door.
data/audio/Actor_21/03-01-05-02-01-01-21.wav,angry, Kids are talking by the door.
data/audio/Actor_21/03-01-06-02-01-02-21.wav,fearful, Kids are talking by the door.
data/audio/Actor_21/03-01-06-01-02-02-21.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_21/03-01-05-01-02-01-21.wav,angry, Dogs are sitting by the door.
data/audio/Actor_21/03-01-02-01-02-01-21.wav,calm, Dogs are sitting by the door.
data/audio/Actor_21/03-01-01-01-02-02-21.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_21/03-01-02-02-01-01-21.wav,calm, Kids are talking by the door.
data/audio/Actor_21/03-01-03-01-01-02-21.wav,happy, Kids are talking by the door.
data/audio/Actor_21/03-01-03-02-02-02-21.wav,happy, Dogs are sitting by the door.
data/audio/Actor_19/03-01-01-01-01-02-19.wav,neutral, Kids are talking by the door.
data/audio/Actor_19/03-01-02-01-01-01-19.wav,calm, Kids are talking by the door.
data/audio/Actor_19/03-01-02-02-02-01-19.wav,calm, Dogs are sitting by the door.
data/audio/Actor_19/03-01-03-01-02-02-19.wav,happy, Dogs are sitting by the door.
data/audio/Actor_19/03-01-03-02-01-02-19.wav,happy, Kids are talking by the door!
data/audio/Actor_19/03-01-04-02-01-02-19.wav,sad, Kids are talking by the door.
data/audio/Actor_19/03-01-07-02-01-01-19.wav,disgust, Kids are talking by the door!
data/audio/Actor_19/03-01-07-01-02-01-19.wav,disgust, OGSATS SITING BY THE DOOR!
data/audio/Actor_19/03-01-04-01-02-02-19.wav,sad, Dogs are sitting by the door.
data/audio/Actor_19/03-01-06-02-02-02-19.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_19/03-01-05-02-02-01-19.wav,angry, Dogs are sitting by the door!
data/audio/Actor_19/03-01-05-01-01-01-19.wav,angry, Kids are talking by the door.
data/audio/Actor_19/03-01-06-01-01-02-19.wav,fearful, Kids are talking by the door.
data/audio/Actor_19/03-01-08-01-02-01-19.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_19/03-01-08-02-01-01-19.wav,surprised, Kids are talking by the door?
data/audio/Actor_19/03-01-07-02-02-02-19.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_19/03-01-04-02-02-01-19.wav,sad, Dogs are sitting by the door.
data/audio/Actor_19/03-01-04-01-01-01-19.wav,sad, Kids are talking by the door.
data/audio/Actor_19/03-01-07-01-01-02-19.wav,disgust, Kids are talking by the door.
data/audio/Actor_19/03-01-05-02-01-02-19.wav,angry, Kids are talking by the door!
data/audio/Actor_19/03-01-06-02-01-01-19.wav,fearful, Kids are talking by the door!
